time,value
2026-03-30 08:00:00-07:00,0
2026-03-30 08:05:00-07:00,0
2026-03-30 08:10:00-07:00,0
2026-03-30 08:15:00-07:00,0
2026-03-30 08:20:00-07:00,0
2026-03-30 08:25:00-07:00,0
2026-03-30 08:30:00-07:00,0
2026-03-30 08:35:00-07:00,0
2026-03-30 08:40:00-07:00,0
2026-03-30 08:45:00-07:00,0
2026-03-30 08:50:00-07:00,0
2026-03-30 08:55:00-07:00,0
2026-03-30 09:00:00-07:00,0
2026-03-30 09:05:00-07:00,0
2026-03-30 09:10:00-07:00,0
2026-03-30 09:15:00-07:00,0
2026-03-30 09:20:00-07:00,0
2026-03-30 09:25:00-07:00,0
2026-03-30 09:30:00-07:00,0
2026-03-30 09:35:00-07:00,0
2026-03-30 09:40:00-07:00,0
2026-03-30 09:45:00-07:00,0
2026-03-30 09:50:00-07:00,0
2026-03-30 09:55:00-07:00,0
2026-03-30 10:00:00-07:00,0
2026-03-30 10:05:00-07:00,0
2026-03-30 10:10:00-07:00,0
2026-03-30 10:15:00-07:00,0
2026-03-30 10:20:00-07:00,0
2026-03-30 10:25:00-07:00,0
2026-03-30 10:30:00-07:00,0
2026-03-30 10:35:00-07:00,0
2026-03-30 10:40:00-07:00,0
2026-03-30 10:45:00-07:00,0
2026-03-30 10:50:00-07:00,0
2026-03-30 10:55:00-07:00,0
2026-03-30 11:00:00-07:00,0
2026-03-30 11:05:00-07:00,0
2026-03-30 11:10:00-07:00,0
2026-03-30 11:15:00-07:00,0
2026-03-30 11:20:00-07:00,0
2026-03-30 11:25:00-07:00,0
2026-03-30 11:30:00-07:00,10
2026-03-30 11:35:00-07:00,0
2026-03-30 11:40:00-07:00,0
2026-03-30 11:45:00-07:00,0
2026-03-30 11:50:00-07:00,0
2026-03-30 11:55:00-07:00,0
2026-03-30 12:00:00-07:00,0
2026-03-30 12:05:00-07:00,0
2026-03-30 12:10:00-07:00,0
2026-03-30 12:15:00-07:00,0
2026-03-30 12:20:00-07:00,0
2026-03-30 12:25:00-07:00,0
2026-03-30 12:30:00-07:00,44
2026-03-30 12:35:00-07:00,6374
2026-03-30 12:40:00-07:00,3832
2026-03-30 12:45:00-07:00,1290
2026-03-30 12:50:00-07:00,3278
2026-03-30 12:55:00-07:00,3214
2026-03-30 13:00:00-07:00,3042
2026-03-30 13:05:00-07:00,3386
2026-03-30 13:10:00-07:00,3234
2026-03-30 13:15:00-07:00,3356
2026-03-30 13:20:00-07:00,3354
2026-03-30 13:25:00-07:00,2952
2026-03-30 13:30:00-07:00,3304
2026-03-30 13:35:00-07:00,3528
2026-03-30 13:40:00-07:00,3058
2026-03-30 13:45:00-07:00,2458
2026-03-30 13:50:00-07:00,3412
2026-03-30 13:55:00-07:00,3370
2026-03-30 14:00:00-07:00,3260
2026-03-30 14:05:00-07:00,3212
2026-03-30 14:10:00-07:00,3288
2026-03-30 14:15:00-07:00,3134
2026-03-30 14:20:00-07:00,3522
2026-03-30 14:25:00-07:00,3422
2026-03-30 14:30:00-07:00,3462
2026-03-30 14:35:00-07:00,3368
2026-03-30 14:40:00-07:00,4248
2026-03-30 14:45:00-07:00,1694
2026-03-30 14:50:00-07:00,3208
2026-03-30 14:55:00-07:00,3438
2026-03-30 15:00:00-07:00,2948
2026-03-30 15:05:00-07:00,3334
2026-03-30 15:10:00-07:00,3208
2026-03-30 15:15:00-07:00,3088
2026-03-30 15:20:00-07:00,3212
2026-03-30 15:25:00-07:00,3014
2026-03-30 15:30:00-07:00,3238
2026-03-30 15:35:00-07:00,3404
2026-03-30 15:40:00-07:00,3134
2026-03-30 15:45:00-07:00,2394
2026-03-30 15:50:00-07:00,2162
2026-03-30 15:55:00-07:00,3258
2026-03-30 16:00:00-07:00,3172
2026-03-30 16:05:00-07:00,3194
2026-03-30 16:10:00-07:00,3454
2026-03-30 16:15:00-07:00,3332
2026-03-30 16:20:00-07:00,3246
2026-03-30 16:25:00-07:00,3460
2026-03-30 16:30:00-07:00,3282
2026-03-30 16:35:00-07:00,3210
2026-03-30 16:40:00-07:00,3246
2026-03-30 16:45:00-07:00,3290
2026-03-30 16:50:00-07:00,3170
2026-03-30 16:55:00-07:00,3522
2026-03-30 17:00:00-07:00,2976
2026-03-30 17:05:00-07:00,3638
2026-03-30 17:10:00-07:00,2326
2026-03-30 17:15:00-07:00,3304
2026-03-30 17:20:00-07:00,3478
2026-03-30 17:25:00-07:00,3294
2026-03-30 17:30:00-07:00,3182
2026-03-30 17:35:00-07:00,3016
2026-03-30 17:40:00-07:00,2926
2026-03-30 17:45:00-07:00,3172
2026-03-30 17:50:00-07:00,3306
2026-03-30 17:55:00-07:00,3230
2026-03-30 18:00:00-07:00,2986
2026-03-30 18:05:00-07:00,3090
2026-03-30 18:10:00-07:00,656
2026-03-30 18:15:00-07:00,3228
2026-03-30 18:20:00-07:00,2458
2026-03-30 18:25:00-07:00,2662
2026-03-30 18:30:00-07:00,3178
2026-03-30 18:35:00-07:00,3138
2026-03-30 18:40:00-07:00,2528
2026-03-30 18:45:00-07:00,3042
2026-03-30 18:50:00-07:00,3020
2026-03-30 18:55:00-07:00,3194
2026-03-30 19:00:00-07:00,3212
2026-03-30 19:05:00-07:00,3270
2026-03-30 19:10:00-07:00,3296
2026-03-30 19:15:00-07:00,3338
2026-03-30 19:20:00-07:00,3206
2026-03-30 19:25:00-07:00,3252
2026-03-30 19:30:00-07:00,3070
2026-03-30 19:35:00-07:00,3624
2026-03-30 19:40:00-07:00,3152
2026-03-30 19:45:00-07:00,3220
2026-03-30 19:50:00-07:00,3194
2026-03-30 19:55:00-07:00,3080
2026-03-30 20:00:00-07:00,3250
2026-03-30 20:05:00-07:00,2964
2026-03-30 20:10:00-07:00,3424
2026-03-30 20:15:00-07:00,3036
2026-03-30 20:20:00-07:00,3214
2026-03-30 20:25:00-07:00,3122
2026-03-30 20:30:00-07:00,3296
2026-03-30 20:35:00-07:00,3030
2026-03-30 20:40:00-07:00,2984
2026-03-30 20:45:00-07:00,3094
2026-03-30 20:50:00-07:00,3384
2026-03-30 20:55:00-07:00,3272
2026-03-30 21:00:00-07:00,3262
2026-03-30 21:05:00-07:00,3336
2026-03-30 21:10:00-07:00,3428
2026-03-30 21:15:00-07:00,3214
2026-03-30 21:20:00-07:00,3472
2026-03-30 21:25:00-07:00,3432
2026-03-30 21:30:00-07:00,3284
2026-03-30 21:35:00-07:00,3356
2026-03-30 21:40:00-07:00,3200
2026-03-30 21:45:00-07:00,3184
2026-03-30 21:50:00-07:00,3372
2026-03-30 21:55:00-07:00,3398
2026-03-30 22:00:00-07:00,3478
2026-03-30 22:05:00-07:00,3442
2026-03-30 22:10:00-07:00,3224
2026-03-30 22:15:00-07:00,3228
2026-03-30 22:20:00-07:00,3226
2026-03-30 22:25:00-07:00,3290
2026-03-30 22:30:00-07:00,3236
2026-03-30 22:35:00-07:00,3660
2026-03-30 22:40:00-07:00,3360
2026-03-30 22:45:00-07:00,3256
2026-03-30 22:50:00-07:00,3542
2026-03-30 22:55:00-07:00,3216
2026-03-30 23:00:00-07:00,3432
2026-03-30 23:05:00-07:00,3238
2026-03-30 23:10:00-07:00,3090
2026-03-30 23:15:00-07:00,3568
2026-03-30 23:20:00-07:00,3582
2026-03-30 23:25:00-07:00,3462
2026-03-30 23:30:00-07:00,3500
2026-03-30 23:35:00-07:00,3126
2026-03-30 23:40:00-07:00,3226
2026-03-30 23:45:00-07:00,3148
2026-03-30 23:50:00-07:00,2904
2026-03-30 23:55:00-07:00,3188
2026-03-31 00:00:00-07:00,3492
2026-03-31 00:05:00-07:00,3320
2026-03-31 00:10:00-07:00,3402
2026-03-31 00:15:00-07:00,3490
2026-03-31 00:20:00-07:00,3574
2026-03-31 00:25:00-07:00,3426
2026-03-31 00:30:00-07:00,3092
2026-03-31 00:35:00-07:00,3506
2026-03-31 00:40:00-07:00,3230
2026-03-31 00:45:00-07:00,3398
2026-03-31 00:50:00-07:00,3236
2026-03-31 00:55:00-07:00,2834
2026-03-31 01:00:00-07:00,3284
2026-03-31 01:05:00-07:00,3262
2026-03-31 01:10:00-07:00,3336
2026-03-31 01:15:00-07:00,3452
2026-03-31 01:20:00-07:00,3292
2026-03-31 01:25:00-07:00,3088
2026-03-31 01:30:00-07:00,2856
2026-03-31 01:35:00-07:00,3512
2026-03-31 01:40:00-07:00,3366
2026-03-31 01:45:00-07:00,3454
2026-03-31 01:50:00-07:00,3286
2026-03-31 01:55:00-07:00,3276
2026-03-31 02:00:00-07:00,3116
2026-03-31 02:05:00-07:00,3200
2026-03-31 02:10:00-07:00,3570
2026-03-31 02:15:00-07:00,3126
2026-03-31 02:20:00-07:00,3410
2026-03-31 02:25:00-07:00,2886
2026-03-31 02:30:00-07:00,3110
2026-03-31 02:35:00-07:00,2964
2026-03-31 02:40:00-07:00,2936
2026-03-31 02:45:00-07:00,3342
2026-03-31 02:50:00-07:00,3050
2026-03-31 02:55:00-07:00,3138
2026-03-31 03:00:00-07:00,3258
2026-03-31 03:05:00-07:00,3394
2026-03-31 03:10:00-07:00,3424
2026-03-31 03:15:00-07:00,3112
2026-03-31 03:20:00-07:00,3262
2026-03-31 03:25:00-07:00,3486
2026-03-31 03:30:00-07:00,3122
2026-03-31 03:35:00-07:00,3360
2026-03-31 03:40:00-07:00,3100
2026-03-31 03:45:00-07:00,3220
2026-03-31 03:50:00-07:00,3200
2026-03-31 03:55:00-07:00,3200
2026-03-31 04:00:00-07:00,3530
2026-03-31 04:05:00-07:00,5080
2026-03-31 04:10:00-07:00,7548
2026-03-31 04:15:00-07:00,7198
2026-03-31 04:20:00-07:00,7086
2026-03-31 04:25:00-07:00,7594
2026-03-31 04:30:00-07:00,7446
2026-03-31 04:35:00-07:00,7186
2026-03-31 04:40:00-07:00,6920
2026-03-31 04:45:00-07:00,7324
2026-03-31 04:50:00-07:00,7570
2026-03-31 04:55:00-07:00,7328
2026-03-31 05:00:00-07:00,7344
2026-03-31 05:05:00-07:00,7624
2026-03-31 05:10:00-07:00,7412
2026-03-31 05:15:00-07:00,7530
2026-03-31 05:20:00-07:00,7132
2026-03-31 05:25:00-07:00,7500
2026-03-31 05:30:00-07:00,7234
2026-03-31 05:35:00-07:00,6276
2026-03-31 05:40:00-07:00,3328
2026-03-31 05:45:00-07:00,3722
2026-03-31 05:50:00-07:00,3406
2026-03-31 05:55:00-07:00,5864
2026-03-31 06:00:00-07:00,7372
2026-03-31 06:05:00-07:00,7286
2026-03-31 06:10:00-07:00,7038
2026-03-31 06:15:00-07:00,7284
2026-03-31 06:20:00-07:00,6928
2026-03-31 06:25:00-07:00,6644
2026-03-31 06:30:00-07:00,7094
2026-03-31 06:35:00-07:00,7140
2026-03-31 06:40:00-07:00,7042
2026-03-31 06:45:00-07:00,6854
2026-03-31 06:50:00-07:00,7296
2026-03-31 06:55:00-07:00,7474
2026-03-31 07:00:00-07:00,7010
2026-03-31 07:05:00-07:00,429
2026-03-31 07:10:00-07:00,0
2026-03-31 07:15:00-07:00,0
2026-03-31 07:20:00-07:00,0
2026-03-31 07:25:00-07:00,0
2026-03-31 07:30:00-07:00,0
2026-03-31 07:35:00-07:00,0
2026-03-31 07:40:00-07:00,0
2026-03-31 07:45:00-07:00,0
2026-03-31 07:50:00-07:00,0
2026-03-31 07:55:00-07:00,0
2026-03-31 08:00:00-07:00,0
